,link,title
446,https://service.elsevier.com/app/answers/detail/a_id/28747/supporthub/mendeley/p/16075/,How do I create a sticky note in Mendeley Reference Manager?
447,https://service.elsevier.com/app/answers/detail/a_id/28755/supporthub/mendeley/p/16075/,Can I cite?
448,https://service.elsevier.com/app/answers/detail/a_id/28827/supporthub/mendeley/p/16075/,How do I add a highlight in Mendeley Reference Manager?
449,https://service.elsevier.com/app/answers/detail/a_id/29137/supporthub/mendeley/p/16075/,Why does Mendeley Reference Manager fail to update?
450,https://service.elsevier.com/app/answers/detail/a_id/29254/supporthub/mendeley/p/16075/,Why can’t I access my group settings in Mendeley Reference Manager?
451,https://service.elsevier.com/app/answers/detail/a_id/29476/supporthub/mendeley/p/16075/,How can I delete a reference?
452,https://service.elsevier.com/app/answers/detail/a_id/18099/supporthub/mendeley/p/16075/,How are media mentions shown in Mendeley?
453,https://service.elsevier.com/app/answers/detail/a_id/18297/supporthub/mendeley/p/16075/,What should I do if I receive a message saying my account doesn't have a password when I enter my email address?
454,https://service.elsevier.com/app/answers/detail/a_id/26124/supporthub/mendeley/p/16075/,How does the alumni policy in Mendeley Institutional Edition (MIE) work?
455,https://service.elsevier.com/app/answers/detail/a_id/18100/supporthub/mendeley/p/16075/,Can I hide or remove a media mention from my Mendeley profile?
456,https://service.elsevier.com/app/answers/detail/a_id/18333/supporthub/mendeley/p/16075/,Why are some of the data elements in Mendeley Funding missing?
457,https://service.elsevier.com/app/answers/detail/a_id/28018/supporthub/mendeley/p/16075/,What is the relationship between public groups and Feed?
458,https://service.elsevier.com/app/answers/detail/a_id/28020/supporthub/mendeley/p/16075/,How do I know who I am following?
459,https://service.elsevier.com/app/answers/detail/a_id/28032/supporthub/mendeley/p/16075/,What can I do if there’s a bug in the software?
460,https://service.elsevier.com/app/answers/detail/a_id/28675/supporthub/mendeley/p/16075/,How do I organize my references in to collections in Mendeley Reference Manager?
461,https://service.elsevier.com/app/answers/detail/a_id/28746/supporthub/mendeley/p/16075/,How do I create a new page in Notebook?
462,https://service.elsevier.com/app/answers/detail/a_id/28826/supporthub/mendeley/p/16075/,Can I work on multiple PDFs at the same time?
463,https://service.elsevier.com/app/answers/detail/a_id/29062/supporthub/mendeley/p/16075/,Why can’t I find the reference I saved to a collection (folder)?
464,https://service.elsevier.com/app/answers/detail/a_id/29153/supporthub/mendeley/p/16075/,How do I import local files using Web Importer?
465,https://service.elsevier.com/app/answers/detail/a_id/29247/supporthub/mendeley/p/16075/,Why can I not see my Notebook in my Private Group?
466,https://service.elsevier.com/app/answers/detail/a_id/29249/supporthub/mendeley/p/16075/,Can I add references to a group in Mendeley Reference Manager?
467,https://service.elsevier.com/app/answers/detail/a_id/29294/supporthub/mendeley/p/16075/,Why do I get an error saying Web Importer extension is corrupted on Firefox?
468,https://service.elsevier.com/app/answers/detail/a_id/29427/supporthub/mendeley/p/16075/,How do I sign out of Mendeley Cite having used it on a shared computer?
469,https://service.elsevier.com/app/answers/detail/a_id/18391/supporthub/mendeley/p/16075/,How is the usage data of researchers used in Mendeley Institutional Edition?
470,https://service.elsevier.com/app/answers/detail/a_id/26682/supporthub/mendeley/p/16075/,How do group owners and administrators in a Mendeley Institutional Group (MIE) access their institutional analytics on E-PIC?
471,https://service.elsevier.com/app/answers/detail/a_id/18332/supporthub/mendeley/p/16075/,What data sources are used for Mendeley Funding?
472,https://service.elsevier.com/app/answers/detail/a_id/18340/supporthub/mendeley/p/16075/,How can I search for opportunities across different funders in Mendeley Funding?
473,https://service.elsevier.com/app/answers/detail/a_id/18344/supporthub/mendeley/p/16075/,How can I change the data that is published on Mendeley Funding?
474,https://service.elsevier.com/app/answers/detail/a_id/19576/supporthub/mendeley/p/16075/,"The page refreshes whenever I try to sign up, how can I fix this?"
475,https://service.elsevier.com/app/answers/detail/a_id/22115/supporthub/mendeley/p/16075/,What can I do if exporting library sets an institution author as a person by default?
476,https://service.elsevier.com/app/answers/detail/a_id/28014/supporthub/mendeley/p/16075/,Who sees my Feed posts and updates?
477,https://service.elsevier.com/app/answers/detail/a_id/28669/supporthub/mendeley/p/16075/,How do I edit the metadata of a reference in Mendeley Reference Manager?
478,https://service.elsevier.com/app/answers/detail/a_id/28729/supporthub/mendeley/p/16075/,Can I create multiple pages in Notebook?
479,https://service.elsevier.com/app/answers/detail/a_id/28731/supporthub/mendeley/p/16075/,Can I export my Notebook page?
480,https://service.elsevier.com/app/answers/detail/a_id/28832/supporthub/mendeley/p/16075/,Does Mendeley Cite work with Mendeley Desktop or do I need to download the new Mendeley Reference Manager?
481,https://service.elsevier.com/app/answers/detail/a_id/29202/supporthub/mendeley/p/16075/,"Why does Mendeley Cite show a blank screen after signing into my account, causing the add-in to not load up?"
482,https://service.elsevier.com/app/answers/detail/a_id/29244/supporthub/mendeley/p/16075/,Will my previously shared annotations be available in my Mendeley Reference Manager groups?
483,https://service.elsevier.com/app/answers/detail/a_id/29248/supporthub/mendeley/p/16075/,"Will I be able to access my existing Private, Public and Invite-only groups in Mendeley Reference Manager?"
484,https://service.elsevier.com/app/answers/detail/a_id/29250/supporthub/mendeley/p/16075/,Can I add references to my personal library from a group in Mendeley Reference Manager?
485,https://service.elsevier.com/app/answers/detail/a_id/29253/supporthub/mendeley/p/16075/,Can I add new members to a group in Mendeley Reference Manager?
486,https://service.elsevier.com/app/answers/detail/a_id/29532/supporthub/mendeley/p/16075/,How do I remove a reference from a collection?
487,https://service.elsevier.com/app/answers/detail/a_id/29533/supporthub/mendeley/p/16075/,"Can I import a BibTeX, RIS or EndNote XML file directly to a personal collection via drag and drop?"
488,https://service.elsevier.com/app/answers/detail/a_id/29753/supporthub/mendeley/p/16075/,Why has Mendeley Web Importer on Chrome been disabled and is asking me to approve notifications?
489,https://service.elsevier.com/app/answers/detail/a_id/29757/supporthub/mendeley/p/16075/,How do I configure Mendeley Web Importer for enterprise deployment?
490,https://service.elsevier.com/app/answers/detail/a_id/29851/supporthub/mendeley/p/16075/,Why does Mendeley Cite not appear in the 'References' tab in Word?
491,https://service.elsevier.com/app/answers/detail/a_id/29856/supporthub/mendeley/p/16075/,Why does Mendeley Cite not load my reference in my reference library on a document that I have previously worked on?
492,https://service.elsevier.com/app/answers/detail/a_id/29337/supporthub/mendeley/p/16075/,What do I do if the sign-in button does not work?
493,https://service.elsevier.com/app/answers/detail/a_id/18229/supporthub/mendeley/p/16075/,How can I view and post to the Group feed?
494,https://service.elsevier.com/app/answers/detail/a_id/15637/supporthub/mendeley/p/16075/,Who is Mendeley Funding aimed at?
495,https://service.elsevier.com/app/answers/detail/a_id/18169/supporthub/mendeley/p/16075/,What do all the numbers on the Mendeley Stats page mean?
496,https://service.elsevier.com/app/answers/detail/a_id/18171/supporthub/mendeley/p/16075/,What is Mendeley Suggest?
497,https://service.elsevier.com/app/answers/detail/a_id/21667/supporthub/mendeley/p/16075/,How do I remove an incorrect media mention from my stats page?
498,https://service.elsevier.com/app/answers/detail/a_id/28031/supporthub/mendeley/p/16075/,Is there a mobile app for Feed?
499,https://service.elsevier.com/app/answers/detail/a_id/28666/supporthub/mendeley/p/16075/,How do I delete a sticky note in Mendeley Reference Manager?
500,https://service.elsevier.com/app/answers/detail/a_id/28897/supporthub/mendeley/p/16075/,How can I unsubscribe from marketing emails and/or job alerts?
501,https://service.elsevier.com/app/answers/detail/a_id/29126/supporthub/mendeley/p/16075/,"My Web Importer looks different to others’, what happened?"
502,https://service.elsevier.com/app/answers/detail/a_id/29180/supporthub/mendeley/p/16075/,What can I do if my selected collections aren’t remembered by Web Importer?
503,https://service.elsevier.com/app/answers/detail/a_id/29245/supporthub/mendeley/p/16075/,Will I be able to create new annotations in Mendeley Reference Manager groups?
504,https://service.elsevier.com/app/answers/detail/a_id/29475/supporthub/mendeley/p/16075/,How do I restore a reference?
505,https://service.elsevier.com/app/answers/detail/a_id/29477/supporthub/mendeley/p/16075/,Are my general notes available in Mendeley Reference Manager?
506,https://service.elsevier.com/app/answers/detail/a_id/28017/supporthub/mendeley/p/16075/,How can I restrict who sees my updates on Feed?
507,https://service.elsevier.com/app/answers/detail/a_id/28025/supporthub/mendeley/p/16075/,How do I stop getting citation updates from someone without unfollowing them?
508,https://service.elsevier.com/app/answers/detail/a_id/28696/supporthub/mendeley/p/16075/,Can I add highlights from more than one PDF to a Notebook page?
509,https://service.elsevier.com/app/answers/detail/a_id/28898/supporthub/mendeley/p/16075/,"How can I find feedback or progress on my job application, or contact the recruiter?"
510,https://service.elsevier.com/app/answers/detail/a_id/29203/supporthub/mendeley/p/16075/,Why does Mendeley Cite say 'There are no citations in this document' even though there are?
511,https://service.elsevier.com/app/answers/detail/a_id/29847/supporthub/mendeley/p/16075/,How do I remove the Mendeley code from a document in Mendeley Cite?
512,https://service.elsevier.com/app/answers/detail/a_id/29850/supporthub/mendeley/p/16075/,Why are my citations not recognised when I select them in the document?
513,https://service.elsevier.com/app/answers/detail/a_id/29876/supporthub/mendeley/p/16075/,What are the differences between Stable and BETA and how do I switch?
514,https://service.elsevier.com/app/answers/detail/a_id/28900/supporthub/mendeley/p/16075/,How do I get access to jobseekers CV’s on Mendeley Careers?
515,https://service.elsevier.com/app/answers/detail/a_id/28015/supporthub/mendeley/p/16075/,What does following mean?
516,https://service.elsevier.com/app/answers/detail/a_id/29617/supporthub/mendeley/p/16075/,What is a Mendeley Advisor?
517,https://service.elsevier.com/app/answers/detail/a_id/29751/supporthub/mendeley/p/16075/,Why does Mendeley Web Importer need permission to access data for all web sites?
518,https://service.elsevier.com/app/answers/detail/a_id/18336/supporthub/mendeley/p/16075/,What is the data coverage on Mendeley Funding?
519,https://service.elsevier.com/app/answers/detail/a_id/18342/supporthub/mendeley/p/16075/,What's the scope of the 'awarded grants' data?
520,https://service.elsevier.com/app/answers/detail/a_id/18343/supporthub/mendeley/p/16075/,How can I search for awards across different funders?
521,https://service.elsevier.com/app/answers/detail/a_id/28013/supporthub/mendeley/p/16075/,How do I post a picture to Feed?
522,https://service.elsevier.com/app/answers/detail/a_id/29252/supporthub/mendeley/p/16075/,Can I recommend references to other group members using Mendeley Reference Manager?
523,https://service.elsevier.com/app/answers/detail/a_id/18341/supporthub/mendeley/p/16075/,"I've found interesting opportunities in Mendeley Funding, what do I do next?"
524,https://service.elsevier.com/app/answers/detail/a_id/29060/supporthub/mendeley/p/16075/,"What can I do if Web Importer says PDF available but there isn’t (or if there is, it hasn’t been added to my library successfully)?"
525,https://service.elsevier.com/app/answers/detail/a_id/29715/supporthub/mendeley/p/16075/,How do I remove a reference from a collection?
526,https://service.elsevier.com/app/answers/detail/a_id/29716/supporthub/mendeley/p/16075/,"Can I import a BibTeX, RIS or EndNote XML file directly to a personal collection via drag and drop?"
527,https://service.elsevier.com/app/answers/detail/a_id/29754/supporthub/mendeley/p/16075/,What can I do if my Firefox Mendeley Web Importer extension is installed but I can't see it in my toolbar?
528,https://service.elsevier.com/app/answers/detail/a_id/29846/supporthub/mendeley/p/16075/,What should I do if I am using Mendeley Cite on a shared computer and need to sign out after use?
529,https://service.elsevier.com/app/answers/detail/a_id/28825/supporthub/mendeley/p/16075/,Can I view my existing highlights and notes in Mendeley Reference Manager?
530,https://service.elsevier.com/app/answers/detail/a_id/29589/supporthub/mendeley/p/16075/,How do I manage e-mail notifications I receive from Mendeley?
531,https://service.elsevier.com/app/answers/detail/a_id/5117/supporthub/mendeley/p/16075/,How do I clear my cache and all cookies?
